"","date","open","high","low","close","volume","adj.close","symbol","sig.action","action","action.type","balance","trade","trade.value","holds","market.value","net.gain","total.cash.flow","avg.CPS","base.ROI","ROI"
"1",2008-01-02,52.81,53.1,52.35,52.9,192400,47.876,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0,0
"2",2008-01-03,53.4,53.5,52.98,53.02,431500,47.985,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.002,0
"3",2008-01-04,52.43,52.5,51.5,51.55,347200,46.655,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.026,0
"4",2008-01-07,51.91,51.91,50.64,51.22,320900,46.356,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.032,0
"5",2008-01-08,51.02,52,50.41,50.41,419100,45.623,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.047,0
"6",2008-01-09,50.58,51.17,50.02,51.13,541200,46.274,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.033,0
"7",2008-01-10,50.45,51.18,50.19,51.08,177800,46.229,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.034,0
"8",2008-01-11,50.83,51.23,50.5,50.61,128300,45.804,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.043,0
"9",2008-01-14,51.32,52.09,51.31,51.96,247600,47.026,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.018,0
"10",2008-01-15,51.05,51.2,50.14,50.24,423500,45.469,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.05,0
"11",2008-01-16,49.95,49.97,48.1,48.65,643700,44.03,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.08,0
"12",2008-01-17,48.56,49.41,46.35,46.5,254600,42.084,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.121,0
"13",2008-01-18,46.58,47.51,44.61,46.9,1302300,42.446,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.113,0
"14",2008-01-22,44.37,46.07,44.37,45.61,294300,41.279,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.138,0
"15",2008-01-23,44.58,45.14,42.31,45.14,418900,40.853,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.147,0
"16",2008-01-24,45.91,46.68,45.52,46.65,209600,42.22,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.118,0
"17",2008-01-25,47.2,47.44,45.8,46.12,155000,41.74,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.128,0
"18",2008-01-28,45.75,46.98,45.36,46.95,447200,42.491,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.112,0
"19",2008-01-29,47.41,47.9,47.25,47.67,254900,43.143,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.099,0
"20",2008-01-30,47.45,48.96,47.37,47.75,695800,43.215,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.097,0
"21",2008-01-31,46.72,48.57,46.72,48.04,412600,43.478,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.092,0
"22",2008-02-01,48.25,49.16,48.2,49.09,112900,44.428,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.072,0
"23",2008-02-04,49.21,49.76,48.7,49.5,383400,44.799,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.064,0
"24",2008-02-05,48.22,49,47.55,47.65,334200,43.125,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.099,0
"25",2008-02-06,47.98,48.01,46.83,46.93,315000,42.473,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.113,0
"26",2008-02-07,46.53,47.89,46.53,47.7,600300,43.17,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.098,0
"27",2008-02-08,47.93,49.35,47.93,49.23,348900,44.555,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.069,0
"28",2008-02-11,49.65,50.75,49.1,50.74,283300,45.922,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.041,0
"29",2008-02-12,50.7,51.5,50.05,50.44,752800,45.65,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.047,0
"30",2008-02-13,51.07,51.47,50.62,51.41,825200,46.528,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.028,0
"31",2008-02-14,51.93,51.97,51.29,51.29,553100,46.419,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.03,0
"32",2008-02-15,51.05,51.07,49.82,50.68,524800,45.867,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.042,0
"33",2008-02-19,52.2,53.35,52.2,53.35,953900,48.284,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.009,0
"34",2008-02-20,52.63,53.82,52.6,53.65,398800,48.555,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.014,0
"35",2008-02-21,53.85,53.85,52.19,52.28,747500,47.315,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.012,0
"36",2008-02-22,52.82,52.95,51.57,52.92,761200,47.894,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0,0
"37",2008-02-25,53.19,54.98,53.1,54.92,422200,49.705,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.038,0
"38",2008-02-26,55.1,55.66,54,55.47,616500,50.202,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.049,0
"39",2008-02-27,54.8,55.64,54.41,54.63,372700,49.442,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.033,0
"40",2008-02-28,55.08,55.99,55.08,55.79,975900,50.492,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.055,0
"41",2008-02-29,55.2,55.25,54.05,54.48,2452500,49.306,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.03,0
"42",2008-03-03,54.7,55.54,54.05,55.07,740700,49.84,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.041,0
"43",2008-03-04,55,55.17,52.99,53.99,394500,48.863,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.021,0
"44",2008-03-05,54.49,54.93,54.01,54.93,184600,49.714,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.038,0
"45",2008-03-06,55.15,55.15,53.36,53.39,387200,48.32,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.009,0
"46",2008-03-07,52.99,53.55,52.03,52.77,192500,47.759,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.002,0
"47",2008-03-10,53.24,53.24,51.79,52,373200,47.062,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.017,0
"48",2008-03-11,53.54,54.29,52.61,54.19,133300,49.044,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.024,0
"49",2008-03-12,54.03,54.41,53.18,53.3,198700,48.238,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.008,0
"50",2008-03-13,52.97,54.94,51.81,54.71,357000,49.515,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.034,0
"51",2008-03-14,55.6,55.6,52.95,53.77,294900,48.664,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.016,0
"52",2008-03-17,53.08,54.65,50.45,51.41,468500,46.528,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.028,0
"53",2008-03-18,52.55,53.37,52.14,53.37,328600,48.302,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.009,0
"54",2008-03-19,53.06,53.33,50.11,50.11,410100,45.351,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.053,0
"55",2008-03-20,49.99,50.35,47.33,50.2,1063400,45.46,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.05,0
"56",2008-03-24,50.62,52.01,50.43,51.62,94900,46.746,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.024,0
"57",2008-03-25,51.63,52.74,51.63,52.53,102500,47.57,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.006,0
"58",2008-03-26,52.69,54.14,52.69,53.85,112300,48.765,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.019,0
"59",2008-03-27,54.32,54.32,53.18,53.2,78000,48.177,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.006,0
"60",2008-03-28,53.13,54.27,53,53.37,135300,48.331,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.009,0
"61",2008-03-31,53.07,54.08,52.92,53.75,309500,48.675,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.017,0
"62",2008-04-01,53.58,54.47,53.24,54.47,79000,49.327,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.03,0
"63",2008-04-02,54.8,55.9,54.3,55.5,144400,50.26,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.05,0
"64",2008-04-03,55.56,56.01,55.14,55.35,85000,50.124,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.047,0
"65",2008-04-04,56.05,56.53,54.55,56.18,143900,50.875,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.063,0
"66",2008-04-07,56.74,57.21,56.04,56.3,230900,50.984,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.065,0
"67",2008-04-08,56.75,57.36,56.54,57.36,164500,51.944,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.085,0
"68",2008-04-09,57.66,58.08,56.91,57.19,257000,51.79,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.082,0
"69",2008-04-10,57.19,57.44,56.54,57.4,131800,51.98,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.086,0
"70",2008-04-11,56.95,57.28,56.27,56.38,112100,51.056,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.066,0
"71",2008-04-14,56.25,57.96,56.25,57.63,168800,52.188,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.09,0
"72",2008-04-15,58.42,58.5,57.32,58.31,156600,52.804,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.103,0
"73",2008-04-16,58.56,60.42,58.52,60.42,165000,54.715,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.143,0
"74",2008-04-17,60.54,61.08,59.47,59.88,197700,54.226,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.133,0
"75",2008-04-18,61.39,61.39,59.63,60.86,136500,55.113,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.151,0
"76",2008-04-21,60.91,61.51,60.59,61.36,344700,55.566,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.161,0
"77",2008-04-22,61.37,62.24,61.01,61.22,316500,55.439,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.158,0
"78",2008-04-23,61.36,61.36,59.98,60.06,183600,54.389,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.136,0
"79",2008-04-24,59.77,59.85,58.4,58.7,620900,53.157,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.11,0
"80",2008-04-25,59.18,60.78,59.15,60.74,276000,55.005,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.149,0
"81",2008-04-28,61,61.41,60.38,60.51,216600,54.797,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.145,0
"82",2008-04-29,60.59,60.59,58.46,58.46,262300,52.94,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.106,0
"83",2008-04-30,58.52,59.65,58.35,58.89,548900,53.329,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.114,0
"84",2008-05-01,58.75,58.75,56.3,57.86,279300,52.397,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.094,0
"85",2008-05-02,58.11,59.15,58.11,58.87,121000,53.311,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.114,0
"86",2008-05-05,58.76,60.44,58.76,60.4,134100,54.697,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.142,0
"87",2008-05-06,59.9,62.79,59.9,62.65,356800,56.734,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.185,0
"88",2008-05-07,63.14,63.37,62.11,62.19,350900,56.318,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.176,0
"89",2008-05-08,62.51,63.19,62.06,63.19,168500,57.223,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.195,0
"90",2008-05-09,63.1,63.27,61.9,62.52,141700,56.617,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.183,0
"91",2008-05-12,62.45,62.76,61.87,62.6,708500,56.689,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.184,0
"92",2008-05-13,62.89,63.86,62.17,63.71,124200,57.694,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.205,0
"93",2008-05-14,64.03,64.17,62.98,63.02,438600,57.07,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.192,0
"94",2008-05-15,63.75,63.81,62.1,63.38,624900,57.396,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.199,0
"95",2008-05-16,63.82,64.91,63.82,64.91,198500,58.781,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.228,0
"96",2008-05-19,64.9,66.62,64.9,66.03,634500,59.795,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.249,0
"97",2008-05-20,65.56,67.51,65.56,67.34,504900,60.982,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.274,0
"98",2008-05-21,67.57,68.06,66.06,66.07,3065800,59.832,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.25,0
"99",2008-05-22,66.15,67.25,65.26,65.45,2296000,59.27,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.238,0
"100",2008-05-23,65.81,66.35,63.72,64.56,321200,58.464,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.221,0
"101",2008-05-27,64.66,65.72,63.56,63.88,2090800,57.848,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.208,0
"102",2008-05-28,63.52,65.05,63.07,65.05,3386900,58.908,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.23,0
"103",2008-05-29,64.85,64.85,62.76,62.99,1133800,57.042,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.191,0
"104",2008-05-30,63.01,65.22,63.01,64.77,1381400,58.654,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.225,0
"105",2008-06-02,65.3,67.46,64.93,66.94,833000,60.619,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.266,0
"106",2008-06-03,67.28,67.95,66,66.58,1058600,60.293,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.259,0
"107",2008-06-04,66.49,66.49,64.5,64.86,1970700,58.736,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.227,0
"108",2008-06-05,64.8,68.35,64.8,68.35,2374900,61.896,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.293,0
"109",2008-06-06,69.44,70.04,67.79,67.92,799600,61.507,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.285,0
"110",2008-06-09,67.87,70.01,67.87,69.74,698400,63.155,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.319,0
"111",2008-06-10,69.65,70,66.42,67.67,1395800,61.28,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.28,0
"112",2008-06-11,68.19,69.01,67.51,68.76,1165100,62.268,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.301,0
"113",2008-06-12,68.66,68.66,66.69,67.23,740500,60.882,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.272,0
"114",2008-06-13,67.53,67.9,66.68,67.42,1357500,61.054,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.275,0
"115",2008-06-16,68.43,68.86,68.08,68.45,412600,61.987,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.295,0
"116",2008-06-17,68.99,70.95,68.74,70.88,349000,64.187,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.341,0
"117",2008-06-18,71.02,71.02,69.52,70.97,539400,64.269,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.342,0
"118",2008-06-19,71.41,71.66,68.74,69.15,663500,62.621,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.308,0
"119",2008-06-20,69.42,70.02,68.18,68.81,483600,62.362,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.303,0
"120",2008-06-23,69.39,71.38,68.78,71.38,176200,64.691,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.351,0
"121",2008-06-24,71.57,71.57,69.11,69.17,289600,62.688,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.309,0
"122",2008-06-25,69,69,66.79,68.34,511200,61.936,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.294,0
"123",2008-06-26,68.67,69.06,66.5,67.73,509200,61.383,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.282,0
"124",2008-06-27,67.73,68.87,67.66,68.55,341300,62.126,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.298,0
"125",2008-06-30,69.46,70.39,69.26,70.28,277700,63.694,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.33,0
"126",2008-07-01,69.79,71.06,69.48,71.06,579700,64.401,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.345,0
"127",2008-07-02,71.85,73.04,68.5,69.02,3041700,62.552,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.307,0
"128",2008-07-03,69.99,69.99,65.38,66.93,1310600,60.658,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.267,0
"129",2008-07-07,66.22,66.99,63.41,64.6,1216000,58.546,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.223,0
"130",2008-07-08,63.54,63.54,60.27,63.07,1436000,57.159,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.194,0
"131",2008-07-09,63.53,64.78,61.24,61.78,1539200,55.99,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.169,0
"132",2008-07-10,61.44,64.52,61.09,64.52,804900,58.474,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.221,0
"133",2008-07-11,65.34,65.68,62.91,64.55,479800,58.501,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.222,0
"134",2008-07-14,65.9,65.9,63.77,64.95,1270100,58.863,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.229,0
"135",2008-07-15,64.77,64.79,62.06,62.11,567100,56.289,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.176,0
"136",2008-07-16,61.48,62.41,59.32,60.67,1647500,54.984,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.148,0
"137",2008-07-17,61.04,61.21,56.31,57.74,2487000,52.329,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.093,0
"138",2008-07-18,57.57,59.36,57.21,58.24,1581200,52.782,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.102,0
"139",2008-07-21,58.27,60.8,57.58,60.8,928300,55.102,"XOP","out",NA,NA,20000,0,0,0,0,0,0,0,0.151,0
"140",2008-07-22,60.14,60.17,56.92,57.52,1172200,52.13,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.089,0
"141",2008-07-23,57.01,57.12,53.82,54.37,1825900,49.275,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.029,0
"142",2008-07-24,54.5,55.15,51.62,53.9,3570400,48.849,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.02,0
"143",2008-07-25,54.12,55.37,53.49,53.53,2207500,48.513,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.013,0
"144",2008-07-28,53.85,55.5,53.5,54.22,2329400,49.139,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.026,0
"145",2008-07-29,54.5,54.5,51.95,53.04,3363200,48.069,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.004,0
"146",2008-07-30,53,56.96,52.46,56.96,2869300,51.622,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.078,0
"147",2008-07-31,56.82,56.82,54.06,54.08,3160800,49.012,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.024,0
"148",2008-08-01,54,55.43,53.77,54.63,1754400,49.51,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.034,0
"149",2008-08-04,54.58,54.58,49.95,50.6,3283300,45.858,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.042,0
"150",2008-08-05,50,51.22,49.15,51.2,2084000,46.402,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.031,0
"151",2008-08-06,50.53,52.96,50.53,52.96,2076000,47.997,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.003,0
"152",2008-08-07,53.46,54.05,51.52,51.96,2789600,47.091,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.016,0
"153",2008-08-08,50.79,51.56,50.03,51.35,923100,46.538,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.028,0
"154",2008-08-11,51.72,51.72,49.55,51.3,1421000,46.492,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.029,0
"155",2008-08-12,51.5,52.04,50.95,51.7,1613300,46.855,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.021,0
"156",2008-08-13,51.7,55.36,51.09,53.76,4115400,48.722,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.018,0
"157",2008-08-14,53.56,53.71,51.67,53,5439300,48.033,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.003,0
"158",2008-08-15,53.01,53.01,50.85,51.81,2409800,46.955,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.019,0
"159",2008-08-18,52.41,52.45,50,50.8,687600,46.039,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.038,0
"160",2008-08-19,50.69,52.53,49.72,52.53,3906900,47.607,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.006,0
"161",2008-08-20,52.98,54.68,52.46,54.49,4139500,49.383,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.031,0
"162",2008-08-21,54.97,55.87,54.57,55.33,2041400,50.145,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.047,0
"163",2008-08-22,54.93,54.93,52.53,54,3085600,48.939,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.022,0
"164",2008-08-25,53.73,54.32,52.59,53.23,709400,48.242,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.008,0
"165",2008-08-26,53.54,55.5,53.54,54.92,604000,49.773,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.04,0
"166",2008-08-27,55.65,57.13,55.65,56.55,1763000,51.25,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.07,0
"167",2008-08-28,56.93,56.93,53.79,55.45,2506300,50.254,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.05,0
"168",2008-08-29,55.75,55.9,54.66,55.03,888200,49.873,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,0.042,0
"169",2008-09-02,53.81,53.81,51.14,51.25,2166900,46.447,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.03,0
"170",2008-09-03,50.79,52.07,49.83,51.02,2897300,46.239,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.034,0
"171",2008-09-04,51.2,51.94,49.16,50.28,1943400,45.568,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.048,0
"172",2008-09-05,50.17,50.98,48.45,50.98,2976100,46.202,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.035,0
"173",2008-09-08,52.8,52.8,49.04,50.07,1845400,45.378,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.052,0
"174",2008-09-09,49.09,49.09,44.89,45.32,2536500,41.073,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.142,0
"175",2008-09-10,45.37,47.68,45,47.49,1609600,43.039,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.101,0
"176",2008-09-11,46.78,48.75,45.71,48.35,3005100,43.819,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.085,0
"177",2008-09-12,49.02,50.35,48.93,50.02,1480100,45.332,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.053,0
"178",2008-09-15,49.99,49.99,44.84,45.75,1119400,41.463,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.134,0
"179",2008-09-16,44.46,46.7,42.45,46.7,1617900,42.324,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.116,0
"180",2008-09-17,46.22,47.66,44.31,45.65,2020600,41.372,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.136,0
"181",2008-09-18,47.08,48.41,45.2,47.96,1233800,43.465,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.092,0
"182",2008-09-19,48.03,53.22,48.03,52.02,1702200,47.207,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.014,0
"183",2008-09-22,52.92,52.92,50.34,50.83,749500,46.127,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.037,0
"184",2008-09-23,50.31,51.93,48.97,49.72,1586900,45.12,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.058,0
"185",2008-09-24,51.13,51.13,49.05,49.55,584600,44.966,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.061,0
"186",2008-09-25,49,50.65,48.98,50.65,594300,45.964,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.04,0
"187",2008-09-26,49.04,49.31,47.08,48.58,789100,44.085,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.079,0
"188",2008-09-29,47.63,47.63,40.82,42.7,1089600,38.749,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.191,0
"189",2008-09-30,43.98,45.19,42.62,44.83,511200,40.682,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.15,0
"190",2008-10-01,44.94,44.94,42.26,43.38,1125600,39.366,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.178,0
"191",2008-10-02,42.57,42.57,38.62,38.87,699300,35.274,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.263,0
"192",2008-10-03,39.67,41.6,37.55,37.72,1413000,34.23,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.285,0
"193",2008-10-06,35.65,35.81,31.73,35.37,1515000,32.097,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.33,0
"194",2008-10-07,37.04,37.04,31.78,31.78,1206300,28.84,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.398,0
"195",2008-10-08,31.58,35.14,29.41,31.99,1945200,29.03,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.394,0
"196",2008-10-09,32,33.66,28.54,28.9,1012200,26.226,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.452,0
"197",2008-10-10,26.65,28.5,23.82,26.46,1094700,24.012,"XOP",NA,NA,NA,20000,0,0,0,0,0,0,0,-0.498,0
