"","date","open","high","low","close","volume","adj.close","symbol","sig.action","action","action.type","balance","trade","trade.value","holds","market.value","net.gain","total.cash.flow","avg.CPS","base.ROI","ROI"
"1404",2013-07-30,62.08,62.08,61.16,61.82,3122700,58.627,"XOP",NA,NA,NA,17692.41,0,0,40,2472.8,165.21,-2307.59,61.87,0.225,0.008
"1405",2013-07-31,62.11,62.97,61.9,62.35,3128600,59.129,"XOP",NA,NA,NA,17692.41,0,0,40,2494,186.409,-2307.59,61.87,0.235,0.009
"1406",2013-08-01,63.2,64.24,63.1,64.12,3302600,60.808,"XOP",NA,NA,NA,17692.41,0,0,40,2564.8,257.21,-2307.59,61.87,0.27,0.013
"1407",2013-08-02,64.18,64.27,63.39,63.84,3737500,60.542,"XOP",NA,NA,NA,17692.41,0,0,40,2553.6,246.01,-2307.59,61.87,0.265,0.012
"1408",2013-08-05,63.67,64.33,63.55,64.2,1647700,60.884,"XOP",NA,NA,NA,17692.41,0,0,40,2568,260.409,-2307.59,61.87,0.272,0.013
"1409",2013-08-06,64,64.42,63.13,63.63,4218300,60.343,"XOP",NA,NA,NA,17692.41,0,0,40,2545.2,237.61,-2307.59,61.87,0.26,0.012
"1410",2013-08-07,63.45,63.92,62.57,62.74,4204400,59.499,"XOP",NA,NA,NA,17692.41,0,0,40,2509.6,202.01,-2307.59,61.87,0.243,0.01
"1411",2013-08-08,63.17,63.34,62.14,63.15,4463800,59.888,"XOP",NA,NA,NA,17692.41,0,0,40,2526,218.41,-2307.59,61.87,0.251,0.011
"1412",2013-08-09,62.56,63.39,62.56,63.11,1651900,59.85,"XOP",NA,NA,NA,17692.41,0,0,40,2524.4,216.81,-2307.59,61.87,0.25,0.011
"1413",2013-08-12,62.56,63.29,62.5,62.81,2672700,59.565,"XOP",NA,NA,NA,17692.41,0,0,40,2512.4,204.81,-2307.59,61.87,0.244,0.01
"1414",2013-08-13,63.06,63.06,62.12,62.63,4787300,59.395,"XOP",NA,NA,NA,17692.41,0,0,40,2505.2,197.61,-2307.59,61.87,0.241,0.01
"1415",2013-08-14,62.33,62.82,62.12,62.27,3778900,59.053,"XOP",NA,NA,NA,17692.41,0,0,40,2490.8,183.21,-2307.59,61.87,0.233,0.009
"1416",2013-08-15,61.8,62.2,61.35,62.01,4155700,58.807,"XOP",NA,NA,NA,17692.41,0,0,40,2480.4,172.809,-2307.59,61.87,0.228,0.009
"1417",2013-08-16,61.85,62.02,61.39,61.74,3317200,58.551,"XOP",NA,NA,NA,17692.41,0,0,40,2469.6,162.01,-2307.59,61.87,0.223,0.008
"1418",2013-08-19,61.44,61.79,60.46,60.49,4441100,57.365,"XOP",NA,NA,NA,17692.41,0,0,40,2419.6,112.01,-2307.59,61.87,0.198,0.006
"1419",2013-08-20,60.65,61.54,60.18,61.11,5149000,57.953,"XOP",NA,NA,NA,17692.41,0,0,40,2444.4,136.81,-2307.59,61.87,0.21,0.007
"1420",2013-08-21,61.01,61.2,60.35,60.42,5117200,57.299,"XOP",NA,NA,NA,17692.41,0,0,40,2416.8,109.209,-2307.59,61.87,0.197,0.005
"1421",2013-08-22,60.67,61.95,60.55,61.71,2709500,58.522,"XOP",NA,NA,NA,17692.41,0,0,40,2468.4,160.809,-2307.59,61.87,0.222,0.008
"1422",2013-08-23,61.84,62.37,61.46,62.3,2173600,59.082,"XOP",NA,NA,NA,17692.41,0,0,40,2492,184.409,-2307.59,61.87,0.234,0.009
"1423",2013-08-26,62.36,63.1,62.31,62.44,2653100,59.215,"XOP",NA,NA,NA,17692.41,0,0,40,2497.6,190.009,-2307.59,61.87,0.237,0.01
"1424",2013-08-27,62,62.59,61.81,61.95,3127100,58.75,"XOP",NA,NA,NA,17692.41,0,0,40,2478,170.41,-2307.59,61.87,0.227,0.009
"1425",2013-08-28,62.01,63.38,61.89,62.76,6022300,59.518,"XOP",NA,NA,NA,17692.41,0,0,40,2510.4,202.809,-2307.59,61.87,0.243,0.01
"1426",2013-08-29,62.72,62.76,62.18,62.37,3365300,59.148,"XOP",NA,NA,NA,17692.41,0,0,40,2494.8,187.209,-2307.59,61.87,0.235,0.009
"1427",2013-08-30,62.67,62.67,61.89,62,3147000,58.797,"XOP",NA,NA,NA,17692.41,0,0,40,2480,172.41,-2307.59,61.87,0.228,0.009
"1428",2013-09-03,62.88,63.25,62.21,62.66,2344500,59.423,"XOP",NA,NA,NA,17692.41,0,0,40,2506.4,198.81,-2307.59,61.87,0.241,0.01
"1429",2013-09-04,62.52,63.09,62.38,62.96,2161800,59.708,"XOP",NA,NA,NA,17692.41,0,0,40,2518.4,210.809,-2307.59,61.87,0.247,0.011
"1430",2013-09-05,62.95,63.62,62.95,63.35,3265100,60.078,"XOP",NA,NA,NA,17692.41,0,0,40,2534,226.409,-2307.59,61.87,0.255,0.011
"1431",2013-09-06,63.66,64.15,62.94,63.59,3080400,60.305,"XOP",NA,NA,NA,17692.41,0,0,40,2543.6,236.01,-2307.59,61.87,0.26,0.012
"1432",2013-09-09,63.83,64.54,63.83,64.33,2146500,61.007,"XOP",NA,NA,NA,17692.41,0,0,40,2573.2,265.61,-2307.59,61.87,0.274,0.013
"1433",2013-09-10,64.36,64.4,63.49,64.18,3696300,60.865,"XOP",NA,NA,NA,17692.41,0,0,40,2567.2,259.61,-2307.59,61.87,0.271,0.013
"1434",2013-09-11,64.17,64.87,63.57,64.84,3441600,61.491,"XOP",NA,NA,NA,17692.41,0,0,40,2593.6,286.009,-2307.59,61.87,0.284,0.014
"1435",2013-09-12,64.94,65.33,64.46,64.68,2938000,61.339,"XOP",NA,NA,NA,17692.41,0,0,40,2587.2,279.61,-2307.59,61.87,0.281,0.014
"1436",2013-09-13,64.79,65.03,64.55,64.74,1776900,61.396,"XOP",NA,NA,NA,17692.41,0,0,40,2589.6,282.009,-2307.59,61.87,0.282,0.014
"1437",2013-09-16,65.3,65.39,64.46,64.54,2926300,61.206,"XOP",NA,NA,NA,17692.41,0,0,40,2581.6,274.01,-2307.59,61.87,0.278,0.014
"1438",2013-09-17,64.63,65.41,64.54,65.37,3077400,61.993,"XOP",NA,NA,NA,17692.41,0,0,40,2614.8,307.21,-2307.59,61.87,0.295,0.015
"1439",2013-09-18,65.28,66.63,65,66.23,5839900,62.809,"XOP",NA,NA,NA,17692.41,0,0,40,2649.2,341.61,-2307.59,61.87,0.312,0.017
"1440",2013-09-19,66.5,66.8,65.75,66.01,3448000,62.6,"XOP",NA,NA,NA,17692.41,0,0,40,2640.4,332.81,-2307.59,61.87,0.308,0.017
"1441",2013-09-20,66.08,66.13,65.17,65.45,3502300,62.181,"XOP",NA,NA,NA,17692.41,0,0,40,2618,310.409,-2307.59,61.87,0.299,0.016
"1442",2013-09-23,65.07,65.61,64.7,65.48,3262300,62.21,"XOP",NA,NA,NA,17692.41,0,0,40,2619.2,311.61,-2307.59,61.87,0.299,0.016
"1443",2013-09-24,65.31,66.32,65.16,65.79,2553400,62.504,"XOP",NA,NA,NA,17692.41,0,0,40,2631.6,324.01,-2307.59,61.87,0.306,0.016
"1444",2013-09-25,65.95,66.54,65.79,66.05,3337600,62.751,"XOP",NA,NA,NA,17692.41,0,0,40,2642,334.41,-2307.59,61.87,0.311,0.017
"1445",2013-09-26,66.17,66.51,65.57,66.47,2263700,63.15,"XOP",NA,NA,NA,17692.41,0,0,40,2658.8,351.21,-2307.59,61.87,0.319,0.018
"1446",2013-09-27,66.3,66.62,66.02,66.32,2248100,63.008,"XOP",NA,NA,NA,17692.41,0,0,40,2652.8,345.21,-2307.59,61.87,0.316,0.017
"1447",2013-09-30,65.21,66.17,65.12,65.85,4006200,62.561,"XOP",NA,NA,NA,17692.41,0,0,40,2634,326.409,-2307.59,61.87,0.307,0.016
"1448",2013-10-01,65.81,67.38,65.78,67.16,4613500,63.806,"XOP",NA,NA,NA,17692.41,0,0,40,2686.4,378.81,-2307.59,61.87,0.333,0.019
"1449",2013-10-02,66.96,67.64,66.39,67.3,3486100,63.939,"XOP",NA,NA,NA,17692.41,0,0,40,2692,384.41,-2307.59,61.87,0.335,0.019
"1450",2013-10-03,67.4,67.6,66.48,67.43,3301000,64.062,"XOP",NA,NA,NA,17692.41,0,0,40,2697.2,389.61,-2307.59,61.87,0.338,0.019
"1451",2013-10-04,67.71,68.79,67.32,68.4,3163800,64.984,"XOP",NA,NA,NA,17692.41,0,0,40,2736,428.41,-2307.59,61.87,0.357,0.021
"1452",2013-10-07,67.41,68.13,67.27,67.3,4120600,63.939,"XOP",NA,NA,NA,17692.41,0,0,40,2692,384.41,-2307.59,61.87,0.335,0.019
"1453",2013-10-08,67.51,67.75,65.94,65.97,5734300,62.675,"XOP",NA,NA,NA,17692.41,0,0,40,2638.8,331.21,-2307.59,61.87,0.309,0.017
"1454",2013-10-09,66.03,66.22,64.97,65.38,7413300,62.115,"XOP",NA,NA,NA,17692.41,0,0,40,2615.2,307.609,-2307.59,61.87,0.297,0.015
"1455",2013-10-10,66.38,67.54,66.23,67.39,4374400,64.024,"XOP",NA,NA,NA,17692.41,0,0,40,2695.6,388.009,-2307.59,61.87,0.337,0.019
"1456",2013-10-11,67.03,69.15,67.02,68.51,5899700,65.088,"XOP",NA,NA,NA,17692.41,0,0,40,2740.4,432.81,-2307.59,61.87,0.36,0.022
"1457",2013-10-14,68.05,69.18,67.87,69.09,3948600,65.639,"XOP",NA,NA,NA,17692.41,0,0,40,2763.6,456.009,-2307.59,61.87,0.371,0.023
"1458",2013-10-15,69.17,69.79,68.63,69.08,5360300,65.63,"XOP",NA,NA,NA,17692.41,0,0,40,2763.2,455.61,-2307.59,61.87,0.371,0.023
"1459",2013-10-16,69.77,71.28,69.61,71.02,7372100,67.473,"XOP",NA,NA,NA,17692.41,0,0,40,2840.8,533.209,-2307.59,61.87,0.409,0.027
"1460",2013-10-17,70.92,71.49,70.67,71.46,6258200,67.891,"XOP",NA,NA,NA,17692.41,0,0,40,2858.4,550.809,-2307.59,61.87,0.418,0.028
"1461",2013-10-18,72.05,72.74,71.36,72.72,6033600,69.088,"XOP",NA,NA,NA,17692.41,0,0,40,2908.8,601.21,-2307.59,61.87,0.443,0.03
"1462",2013-10-21,72.7,73.76,72.08,72.11,6687500,68.509,"XOP",NA,NA,NA,17692.41,0,0,40,2884.4,576.81,-2307.59,61.87,0.431,0.029
"1463",2013-10-22,72.64,73.36,71.48,71.58,9715600,68.005,"XOP",NA,NA,NA,17692.41,0,0,40,2863.2,555.61,-2307.59,61.87,0.42,0.028
"1464",2013-10-23,70.98,71.01,69.33,69.75,10623100,66.266,"XOP",NA,NA,NA,17692.41,0,0,40,2790,482.41,-2307.59,61.87,0.384,0.024
"1465",2013-10-24,69.6,71.57,69.15,71.52,7786000,67.948,"XOP",NA,NA,NA,17692.41,0,0,40,2860.8,553.209,-2307.59,61.87,0.419,0.028
"1466",2013-10-25,71.86,72.16,70.71,71.44,4021700,67.872,"XOP",NA,NA,NA,17692.41,0,0,40,2857.6,550.01,-2307.59,61.87,0.418,0.028
"1467",2013-10-28,71.3,71.63,70.83,71.13,2510800,67.577,"XOP",NA,NA,NA,17692.41,0,0,40,2845.2,537.609,-2307.59,61.87,0.411,0.027
"1468",2013-10-29,71.38,72.06,71.33,71.89,2984500,68.3,"XOP",NA,NA,NA,17692.41,0,0,40,2875.6,568.009,-2307.59,61.87,0.427,0.028
"1469",2013-10-30,71.95,72.5,69.75,70.53,7926800,67.007,"XOP",NA,NA,NA,17692.41,0,0,40,2821.2,513.609,-2307.59,61.87,0.4,0.026
"1470",2013-10-31,70.43,70.63,69.15,69.58,7922300,66.105,"XOP",NA,NA,NA,17692.41,0,0,40,2783.2,475.61,-2307.59,61.87,0.381,0.024
"1471",2013-11-01,69.95,69.95,67.38,69.16,10649400,65.706,"XOP",NA,NA,NA,17692.41,0,0,40,2766.4,458.81,-2307.59,61.87,0.372,0.023
"1472",2013-11-04,69.5,71.37,69.5,71.29,8095800,67.73,"XOP",NA,NA,NA,17692.41,0,0,40,2851.6,544.01,-2307.59,61.87,0.415,0.027
"1473",2013-11-05,71.03,71.03,69.58,69.81,6562100,66.323,"XOP",NA,NA,NA,17692.41,0,0,40,2792.4,484.809,-2307.59,61.87,0.385,0.024
"1474",2013-11-06,70.25,70.58,68.02,68.29,9688200,64.879,"XOP",NA,NA,NA,17692.41,0,0,40,2731.6,424.01,-2307.59,61.87,0.355,0.021
"1475",2013-11-07,68.75,68.75,65.97,66.38,16323200,63.065,"XOP",NA,NA,NA,17692.41,0,0,40,2655.2,347.609,-2307.59,61.87,0.317,0.017
"1476",2013-11-08,66.75,68.31,66.47,68.07,8155900,64.67,"XOP",NA,NA,NA,17692.41,0,0,40,2722.8,415.21,-2307.59,61.87,0.351,0.021
"1477",2013-11-11,68.18,68.71,67.61,68.31,3198200,64.898,"XOP",NA,NA,NA,17692.41,0,0,40,2732.4,424.809,-2307.59,61.87,0.356,0.021
"1478",2013-11-12,68.23,68.54,67.17,67.5,6611000,64.129,"XOP",NA,NA,NA,17692.41,0,0,40,2700,392.41,-2307.59,61.87,0.339,0.02
"1479",2013-11-13,67.18,68.7,67.01,68.51,3640100,65.088,"XOP",NA,NA,NA,17692.41,0,0,40,2740.4,432.81,-2307.59,61.87,0.36,0.022
"1480",2013-11-14,68.63,69.52,67.86,69.23,7807800,65.772,"XOP",NA,NA,NA,17692.41,0,0,40,2769.2,461.61,-2307.59,61.87,0.374,0.023
"1481",2013-11-15,69.39,69.56,68.84,69.32,3710800,65.858,"XOP",NA,NA,NA,17692.41,0,0,40,2772.8,465.21,-2307.59,61.87,0.376,0.023
"1482",2013-11-18,69.23,69.61,67.06,67.31,7813400,63.948,"XOP",NA,NA,NA,17692.41,0,0,40,2692.4,384.809,-2307.59,61.87,0.336,0.019
"1483",2013-11-19,67.18,67.92,66.24,66.96,5890400,63.616,"XOP",NA,NA,NA,17692.41,0,0,40,2678.4,370.809,-2307.59,61.87,0.329,0.019
"1484",2013-11-20,67.5,68.33,66.83,66.99,5238400,63.644,"XOP",NA,NA,NA,17692.41,0,0,40,2679.6,372.009,-2307.59,61.87,0.329,0.019
"1485",2013-11-21,67.46,68.92,67.33,68.91,6261000,65.468,"XOP",NA,NA,NA,17692.41,0,0,40,2756.4,448.81,-2307.59,61.87,0.367,0.022
"1486",2013-11-22,69.4,69.4,68.08,69.32,3899900,65.858,"XOP",NA,NA,NA,17692.41,0,0,40,2772.8,465.21,-2307.59,61.87,0.376,0.023
"1487",2013-11-25,69,69.12,67.36,68.51,6009100,65.088,"XOP",NA,NA,NA,17692.41,0,0,40,2740.4,432.81,-2307.59,61.87,0.36,0.022
"1488",2013-11-26,68.6,69.51,68,68.95,4786600,65.506,"XOP",NA,NA,NA,17692.41,0,0,40,2758,450.409,-2307.59,61.87,0.368,0.023
"1489",2013-11-27,68.03,69.19,67.56,68.05,5282700,64.651,"XOP",NA,NA,NA,17692.41,0,0,40,2722,414.41,-2307.59,61.87,0.35,0.021
"1490",2013-11-29,68.41,68.72,67.31,67.78,2588600,64.395,"XOP",NA,NA,NA,17692.41,0,0,40,2711.2,403.609,-2307.59,61.87,0.345,0.02
"1491",2013-12-02,67.96,68.21,67,67.83,3295100,64.442,"XOP","out","s","close",20410.809,-40,2718.4,0,0,410.809,410.809,0,0.346,0.021
"1492",2013-12-03,67.58,68.57,67.3,67.66,6094900,64.281,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.343,0.021
"1493",2013-12-04,67.59,68.14,66.91,67.43,5228700,64.062,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.338,0.021
"1494",2013-12-05,67.43,67.97,67.1,67.35,3179400,63.986,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.336,0.021
"1495",2013-12-06,67.67,68.4,65.98,66.19,6460600,62.884,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.313,0.021
"1496",2013-12-09,66.93,66.93,65.6,66.07,4701200,62.77,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.311,0.021
"1497",2013-12-10,66.2,67.32,66.01,66.2,6649300,62.894,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.314,0.021
"1498",2013-12-11,66.29,66.32,64.76,65.02,4922900,61.773,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.29,0.021
"1499",2013-12-12,65.09,65.84,64.86,65.47,5238900,62.2,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.299,0.021
"1500",2013-12-13,65.62,65.69,64.27,65.34,6993400,62.077,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.297,0.021
"1501",2013-12-16,65.75,66.01,65.33,65.74,5333700,62.457,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.305,0.021
"1502",2013-12-17,65.3,66.03,64.97,65.74,4600400,62.457,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.305,0.021
"1503",2013-12-18,65.96,66.54,65,66.21,5767600,62.903,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.314,0.021
"1504",2013-12-19,65.9,66.99,65.76,66.86,6620200,63.521,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.327,0.021
"1505",2013-12-20,66.88,68.02,66.82,67.73,6759800,64.429,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.346,0.021
"1506",2013-12-23,67.76,68.7,67.76,68.08,5793200,64.762,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.353,0.021
"1507",2013-12-24,67.79,68.6,67.75,68.54,1036200,65.199,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.362,0.021
"1508",2013-12-26,68.55,68.9,68.03,68.13,2128700,64.809,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.354,0.021
"1509",2013-12-27,68.34,68.94,67.76,68.84,2050800,65.484,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.368,0.021
"1510",2013-12-30,68.86,69.31,67.77,67.84,2850200,64.533,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.348,0.021
"1511",2013-12-31,67.65,68.72,67.52,68.53,2263900,65.19,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.362,0.021
"1512",2014-01-02,68.12,68.24,66.53,67.11,6044000,63.839,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.333,0.021
"1513",2014-01-03,67.3,67.63,66.08,66.5,4860000,63.259,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.321,0.021
"1514",2014-01-06,66.81,66.95,66.06,66.14,4373300,62.916,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.314,0.021
"1515",2014-01-07,66.35,67.09,66.17,66.75,4025200,63.496,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.326,0.021
"1516",2014-01-08,66.76,67.06,66.08,66.45,3979100,63.211,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.32,0.021
"1517",2014-01-09,66.81,66.99,65.45,66.18,6980000,62.954,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.315,0.021
"1518",2014-01-10,66.08,66.67,65.93,66.6,4549800,63.354,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.323,0.021
"1519",2014-01-13,66.34,66.86,64.36,64.74,6966500,61.584,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.286,0.021
"1520",2014-01-14,64.91,66.12,64.91,66,4010100,62.783,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.311,0.021
"1521",2014-01-15,66.23,66.51,65.72,65.91,4406200,62.697,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.31,0.021
"1522",2014-01-16,65.9,66.83,65.73,66.6,4061400,63.354,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.323,0.021
"1523",2014-01-17,66.5,66.86,65.84,65.94,5517000,62.726,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.31,0.021
"1524",2014-01-21,66.51,67.56,66.37,67.56,3971700,64.267,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.342,0.021
"1525",2014-01-22,67.91,68.88,67.87,68.8,6551300,65.446,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.367,0.021
"1526",2014-01-23,68.94,69.09,67.58,68.03,8117600,64.714,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.352,0.021
"1527",2014-01-24,67.71,67.71,65.95,66.48,5842000,63.24,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.321,0.021
"1528",2014-01-27,66.48,66.75,64.55,65.2,3997000,62.022,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.295,0.021
"1529",2014-01-28,65.56,66.45,65.31,66.34,2176800,63.106,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.318,0.021
"1530",2014-01-29,65.58,66.69,65.07,65.92,5123700,62.707,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.31,0.021
"1531",2014-01-30,66.27,66.91,65.84,66.19,4440500,62.964,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.315,0.021
"1532",2014-01-31,65.5,66.49,65.07,65.75,2863900,62.545,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.306,0.021
"1533",2014-02-03,65.74,65.98,63.78,64.04,5291500,60.918,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.272,0.021
"1534",2014-02-04,64.38,65.69,64.38,65.11,5775100,61.936,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.294,0.021
"1535",2014-02-05,65.08,65.11,63.67,64.32,5455300,61.185,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.278,0.021
"1536",2014-02-06,64.47,65.27,64.34,65.19,5002200,62.012,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.295,0.021
"1537",2014-02-07,65.36,65.83,64.75,65.76,3455800,62.555,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.307,0.021
"1538",2014-02-10,65.62,65.62,64.75,65.29,3225100,62.108,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.297,0.021
"1539",2014-02-11,65.39,66.5,65.17,66.21,4234900,62.983,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.316,0.021
"1540",2014-02-12,66.53,67.19,66.42,66.77,3572700,63.515,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.327,0.021
"1541",2014-02-13,66.24,68.03,66.24,67.71,3904200,64.41,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.345,0.021
"1542",2014-02-14,67.66,68.42,67.66,68.25,3361300,64.923,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.356,0.021
"1543",2014-02-18,68.57,69.61,68.57,69.28,3808800,65.903,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.377,0.021
"1544",2014-02-19,69.16,69.55,68.64,68.75,4865100,65.399,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.366,0.021
"1545",2014-02-20,68.4,69.09,68.4,68.9,3182800,65.542,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.369,0.021
"1546",2014-02-21,69.24,69.57,68.67,69,2990700,65.637,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.371,0.021
"1547",2014-02-24,69.16,71.27,69.04,70.74,5831000,67.292,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.406,0.021
"1548",2014-02-25,70.7,70.7,69.41,70.23,5726900,66.807,"XOP",NA,NA,NA,20410.809,0,0,0,0,410.809,410.809,0,0.395,0.021
"1549",2014-02-26,70,70,69,69.2,3325600,65.827,"XOP","in","b","open",17890.809,36,-2520,36,2491.2,382.009,-2109.191,70,0.375,0.019
"1550",2014-02-27,69.18,69.26,68.28,69.16,4229900,65.789,"XOP",NA,NA,NA,17890.809,0,0,36,2489.76,380.57,-2109.191,70,0.374,0.019
"1551",2014-02-28,68.97,69.96,68.86,69.69,4614100,66.293,"XOP",NA,NA,NA,17890.809,0,0,36,2508.84,399.65,-2109.191,70,0.385,0.02
"1552",2014-03-03,69.32,70.34,69.2,69.43,3499600,66.046,"XOP",NA,NA,NA,17890.809,0,0,36,2499.48,390.289,-2109.191,70,0.38,0.02
"1553",2014-03-04,70.09,70.93,69.76,70.72,3872600,67.273,"XOP",NA,NA,NA,17890.809,0,0,36,2545.92,436.73,-2109.191,70,0.405,0.022
"1554",2014-03-05,70.51,70.95,69.68,69.91,3400900,66.502,"XOP",NA,NA,NA,17890.809,0,0,36,2516.76,407.57,-2109.191,70,0.389,0.02
"1555",2014-03-06,70,70.42,69.68,70.18,2019300,66.759,"XOP",NA,NA,NA,17890.809,0,0,36,2526.48,417.289,-2109.191,70,0.394,0.021
"1556",2014-03-07,70.49,71,69.71,70.23,2454200,66.807,"XOP",NA,NA,NA,17890.809,0,0,36,2528.28,419.09,-2109.191,70,0.395,0.021
"1557",2014-03-10,70.32,70.32,69.07,69.76,2173100,66.36,"XOP",NA,NA,NA,17890.809,0,0,36,2511.36,402.17,-2109.191,70,0.386,0.02
"1558",2014-03-11,69.83,70.3,67.83,68.29,6467400,64.961,"XOP",NA,NA,NA,17890.809,0,0,36,2458.44,349.25,-2109.191,70,0.357,0.017
"1559",2014-03-12,67.98,69.04,67.63,68.75,2855900,65.399,"XOP",NA,NA,NA,17890.809,0,0,36,2475,365.809,-2109.191,70,0.366,0.018
"1560",2014-03-13,68.8,69.09,67.54,68.03,3466700,64.714,"XOP",NA,NA,NA,17890.809,0,0,36,2449.08,339.889,-2109.191,70,0.352,0.017
"1561",2014-03-14,67.87,69,67.87,68.89,3705000,65.532,"XOP",NA,NA,NA,17890.809,0,0,36,2480.04,370.849,-2109.191,70,0.369,0.019
"1562",2014-03-17,69.12,69.81,68.44,68.91,2638500,65.551,"XOP",NA,NA,NA,17890.809,0,0,36,2480.76,371.57,-2109.191,70,0.369,0.019
"1563",2014-03-18,69.09,70.4,68.89,70.21,2421300,66.788,"XOP",NA,NA,NA,17890.809,0,0,36,2527.56,418.369,-2109.191,70,0.395,0.021
"1564",2014-03-19,70.22,70.55,69.42,69.68,4649800,66.284,"XOP",NA,NA,NA,17890.809,0,0,36,2508.48,399.289,-2109.191,70,0.384,0.02
"1565",2014-03-20,69.57,70.35,68.62,70.26,4995800,66.835,"XOP",NA,NA,NA,17890.809,0,0,36,2529.36,420.17,-2109.191,70,0.396,0.021
"1566",2014-03-21,70.3,71.03,69.94,70.43,3207400,67.127,"XOP",NA,NA,NA,17890.809,0,0,36,2535.48,426.289,-2109.191,70,0.402,0.021
"1567",2014-03-24,71,71.11,69.35,70,2049700,66.717,"XOP",NA,NA,NA,17890.809,0,0,36,2520,410.809,-2109.191,70,0.394,0.021
"1568",2014-03-25,70.48,70.85,70.16,70.41,2239900,67.108,"XOP",NA,NA,NA,17890.809,0,0,36,2534.76,425.57,-2109.191,70,0.402,0.021
